Brand,Model,Selling_Price,Original_MRP,Discount_Percentage,Customer_Rating,Availability,Specifications,Image_Source
Lenovo,Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 8840H Office 2024 and Backlit Keyboard AMD Ryzen 7 Octa Co...,83990,94890,11,4.4,Available,AMD Ryzen 7 Octa Core Processor | 24 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 38.86 cm (15.3 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,54990,72690,24,4.2,Available,Intel Core i5 Processor (12th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,No Image Link
Lenovo,Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Ch...,15990,16298,1,4,Available,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo �IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Wi...,69990,85390,18,4.4,Available,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 82XM00QD...,53142,62990,15,4.5,Available,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home 2024 | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,54990,76990,28,4.1,Available,Intel Core i5 Processor (12th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,No Image Link
Lenovo,Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,23990,28690,16,3.9,Available,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,48990,69890,29,4.2,Available,Intel Core i5 Processor (12th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty.,No Image Link
Lenovo,Lenovo IdeaPad Pro 5 Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 Home) 14IAH10 Thin and Light...,134990,167890,19,4.4,Available,Intel Core Ultra 9 Processor | 32 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo Chromebook Intel Pentium Quad Core N100 - (4 GB/128 GB EMMC Storage/Chrome OS) 14IAN8 Chromeboo...,18990,36690,48,3.8,Available,Intel Pentium Quad Core Processor | 4 GB LPDDR5 RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,72990,105090,30,4.3,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1Yr Warranty and 1 Yr Accidental Damage Protection,No Image Link
Lenovo,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,54999,83000,33,4.2,Available,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2021 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15AHP1...,76990,94890,18,4.4,Available,AMD Ryzen 7 Octa Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 38.86 cm (15.3 Inch) Display | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core i5 13th Gen 13420H - (24 GB/1 TB SSD/W...,76990,87990,12,4.4,Available,Intel Core i5 Processor (13th Gen) | 24 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 38.86 cm (15.3 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Thin and Light L...,24990,30790,18,3.9,Available,MediaTek Kompanio 520 Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo Chromebook 11IJL9 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) Chromeboo...,16999,36502,53,3.9,Available,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD...,64990,82690,21,4.4,Available,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad 1 MSO'2024 AMD Ryzen 5 Hexa Core 5625U AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/...,56900,61990,8,4.3,Available,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad 1 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 1 15IJL7 Th...,39990,49000,18,4.1,Available,Intel Celeron Dual Core Processor | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,54990,70990,22,4.2,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Warranty,No Image Link
Lenovo,Lenovo Yoga Slim 7 Ultra 9 185H WUXGA OLED Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) ...,107500,135000,20,4.7,Available,Intel Core Ultra 9 Processor | 32 GB LPDDR5 RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 inch) Display | 1 Year Courier/ Carry-in Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 1...,77490,125890,38,4.1,Available,Snapdragon X Plus Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 5 13th Gen Intel Core i5-13420H WUXGA IPS Intel Core i5 13th Gen - (16 GB/512 GB S...,63990,73990,13,4.1,Available,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,No Image Link
Lenovo,Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,89990,109990,18,4.3,Available,Intel Core i7 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo Chromebook Duet 11M889 MediaTek MediaTek Kompanio 838 - (8 GB/128 GB EMMC Storage/Chrome OS) Ch...,27990,37690,25,4.2,Available,MediaTek MediaTek Kompanio 838 Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 70.64 cm (27.81 cm) Touchscreen Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 ...,45849,48990,6,4.2,Available,AMD Ryzen 5 Hexa Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home and Student 2021 | 1 Year Onsite + 1 Year Accidental Damage Protection,No Image Link
Lenovo,Lenovo Yoga 7 WUXGA-OLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 14IRL8 2 in 1...,104990,162290,35,4.5,Available,Intel Core i7 Processor (13th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Touchscreen Display | 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,No Image Link
Lenovo,Lenovo Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CB 11IJL6 Chrom...,28732,41890,31,3.7,Available,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | 64 bit Chrome Operating System | 29.46 cm (11.6 Inch) Touchscreen Display | 1 Year Onsite�Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 Thin and...,47999,55000,12,4.1,Available,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Yr Onsite,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) 83K100HSIN Thin...,69990,92290,24,4.3,Available,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 38.86 cm (15.3 Inch) Display | Office Home 2024 | 1 Year Warranty and Only 6 Months Warranty on Battery and Adaptor,No Image Link
Lenovo,Lenovo IdeaPad Slim 5 WUXGA OLED Full metal Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows ...,79990,99790,19,4.2,Available,Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad 3 Intel Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 15I...,35658,62038,42,4.3,Available,Intel Core i3 Processor (11th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 256 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home and Student 2021 | 2 Years Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,58490,76690,23,4.1,Available,Intel Core i5 Processor (12th Gen) | 16 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,49990,74990,33,4.3,Available,"Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Warranty",No Image Link
Lenovo,Lenovo AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15ABR8 Laptop,54990,72690,24,3.4,Available,AMD Ryzen 7 Octa Core Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Light...,44999,55242,18,4.5,Available,"AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Onsite Warranty",No Image Link
Lenovo,Lenovo IdeaPad Slim 3 WUXGA IPS Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15I...,65990,82490,20,4.3,Available,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 38.86 cm (15.3 Inch) Display | Microsoft Office Home 2024 | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD...,65990,84090,21,4.4,Available,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 38.86 cm (15.3 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 5 WUXGA IPS AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home) 13AR...,64990,78790,17,4.4,Available,AMD Ryzen 5 Hexa Core Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 33.78 cm (13.3 Inch) Display | Microsoft 365 Basic + Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (8 GB/64 GB EMMC Storage/Chrome OS) 100e Chromebo...,22490,39220,42,4,Available,MediaTek Kompanio 520 Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry In Warranty,No Image Link
Lenovo,Lenovo V 15 (2025) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Ligh...,49490,60300,17,4.5,Available,"AMD Ryzen 5 Quad Core Processor | 16 GB LPDDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Warranty",No Image Link
Lenovo,Lenovo V 15 (2025) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light...,49490,70990,30,4,Available,"AMD Ryzen 5 Quad Core Processor | 16 GB LPDDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Pro | 1 Year Warranty",No Image Link
Lenovo,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,55190,55190,0,4.2,Available,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Yr. Onsite,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,45990,66090,30,4.2,Available,Intel Core i5 Processor (12th Gen) | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Yr. Onsite,No Image Link
Lenovo,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,39990,57790,30,4.2,Available,Intel Core i3 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,No Image Link
Lenovo,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,49918,59900,16,4.1,Available,AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2021 | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB S...,64990,86690,25,4.6,Available,Intel Core 5 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 38.86 cm (15.3 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Ligh...,47790,74990,36,4,Available,"Intel Core i3 Processor (12th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Pro | 1 Year Accidentaly Damage Protection + Onsite",No Image Link
Lenovo,Lenovo IdeaPad 3 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Lig...,54890,87890,37,4.3,Available,Intel Core i5 Processor (11th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home and Student 2019 | 2 Year Onsite�Warranty,No Image Link
Lenovo,Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,94990,121690,21,4.1,Available,AMD Ryzen 7 Octa Core Processor | 16 GB LPDDR4X RAM | Windows 11 Operating System | 1 TB SSD | 33.78 cm (13.3 Inch) Touchscreen Display | 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,No Image Link
Lenovo,Lenovo IdeaPad 3 Intel Intel Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN Laptop,34990,49999,30,5,Available,Intel Core i3 Processor (10th Gen) | 4 GB DDR4 RAM | Windows 10 Operating System | 256 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 5 WUXGA IPS Office 2024 Full Metal Body AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 ...,70990,79890,11,4.2,Available,AMD Ryzen 7 Octa Core Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 33.78 cm (13.3 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,46999,59000,20,4.1,Available,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,No Image Link
Lenovo,Lenovo V15 AMD Ryzen 3 Quad Core 7th Gen 7320U - (8 GB/512 GB SSD/Windows 11 Home/1 GB Graphics) V15 G...,44999,49999,10,4,Available,AMD Ryzen 3 Quad Core Processor (7th Gen) | 8 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS OFFICE | 1 year Onsite Warrenty,No Image Link
Lenovo,Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Th...,54999,69999,21,4.1,Available,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,44999,46215,2,4.2,Available,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,51990,96990,46,4.3,Available,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2021 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,67990,111890,39,4.4,Available,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR5X RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 ...,48990,53790,8,4.3,Available,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light ...,46674,58187,19,4.1,Available,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,83990,89990,6,4.4,Available,AMD Ryzen 5 Quad Core Processor | 24 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1Yr Warranty and 1 Yr Accidental Damage Protection,No Image Link
Lenovo,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,72999,85000,14,4,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and...,52990,59090,10,4.1,Available,AMD Ryzen 5 Quad Core Processor | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2021 | 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and...,39572,69990,43,4.1,Available,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 2 Yr Warranty,No Image Link
Lenovo,Lenovo AMD Ryzen 3 Hexa Core 3rd Gen Ryzen 3 7320U - (8 GB/512 GB SSD/Windows 11 Home) 82VG00ERIN Lapt...,40990,40990,0,3.5,Available,AMD Ryzen 3 Hexa Core Processor (3rd Gen) | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | One year warranty,No Image Link
Lenovo,Lenovo IdeaPad 5 2-in-1 WUXGA IPS Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 1...,75811,109000,30,4.4,Available,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR5X RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Touchscreen Display | 1 Year Carry-in Warranty,No Image Link
Lenovo,Lenovo Lenovo V15 G3 IAP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 82TTA07RIH ...,59990,85000,29,4.1,Available,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,154990,174890,11,4.3,Available,"Intel Core Ultra 9 Processor | 32 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Touchscreen Display | Microsoft Office Home 2024, Lenovo AI Now | 1 Year Carry-in Warranty",No Image Link
Lenovo,Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) 11IGL05 Thin and Li...,27290,38990,30,3.7,Available,Intel Celeron Dual Core Processor | 4 GB DDR4 RAM | 64 bit Windows 11 Operating System | 256 GB SSD | 29.46 cm (11.6 Inch) Display | Office Home and Student 2021 | 1 Year Onsite�Warranty,No Image Link
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 ...,48990,54990,10,3,Available,Intel Core i3 Processor (13th Gen) | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,No Image Link
Lenovo,Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light ...,44999,56994,21,4.2,Available,"AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Pro | 1 Year Onsite Warranty",No Image Link
